Name,Country,Type,Levels,Typical_Academic_Requirement,Typical_English_Requirement,Estimated_Tuition_USD_per_year,Notes_for_International_Students
Regional UK Institution 139,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 140,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 141,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 142,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 143,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 144,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 145,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 146,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 147,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 148,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 149,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Regional UK Institution 150,UK,University,Foundation|Pathway|Language,A-levels or equivalent; Bachelor's for Master with 2:1/2:2 equivalents,"IELTS 6.0–7.0 (varies by program); alternatives: TOEFL, Duolingo, PTE","$12,000–45,000",International students: check CAS and visa requirements
Sorbonne University,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Sciences Po,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
École Polytechnique,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
HEC Paris,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
INSEAD (France campus),France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université PSL (Paris Sciences & Lettres),France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université Paris Cité,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université de Lyon,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université Grenoble Alpes,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université de Strasbourg,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université de Montpellier,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université de Bordeaux,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université de Lille,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université Rennes 1,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université Aix-Marseille,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Université Paris-Saclay,France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Ecole des Ponts ParisTech,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
École Normale Supérieure (ENS Paris),France,University,Bachelor|Master,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
EM Lyon Business School,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
Grenoble Ecole de Management,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
SKEMA Business School,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
NEOMA Business School,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
KEDGE Business School,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
INSA Lyon,France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
ENSAM (Arts et Métiers),France,College/Pathway,Diploma|Language,Baccalauréat / Bachelor's for Master; selective Grandes Écoles have competitive selection,For English-track programs IELTS 6.0–7.0; French-track requires DELF/DALF or B2+ in many cases,"$3,000–30,000",International students: many programs have low tuition for EU but higher fees for internationals; check Campus France pathways
